QUADTEX	-3.038 0.00  34.73  	0.6666	2.0
	-3.038 240.00  34.73  	0.6666	0.0
	-6.815 240.00  51.76 	1.0	0.0
	-6.815 0.00  51.76 		1.0	2.0


QUADTEX	158.6  0.00 31.38	0.6666	2.0
	158.6  240.00 31.38		0.6666	0.0
	160.00 240.00 0.00		1.0	0.0
	160.00 0.00 0.00		1.0	2.0

QUADTEX	154.50 0.00 62.51 	0.3333	2.0
	154.50 240.00 62.51 	0.3333	0.0
	158.6  240.00 31.38		0.6666	0.0
	158.6  0.00 31.38		0.6666	2.0

QUADTEX	147.70 0.00 93.17	0.0	2.0
	147.70 240.00 93.17		0.0	0.0
	154.50 240.00 62.51 	0.3333	0.0
	154.50 0.00 62.51 		0.3333	2.0

TEXTURE	floord
TYPE	road_ceiling

QUADTEX	158.6  240.00 31.38		0.0	0.6666
	    -0.76  240.00  17.43	2.0	0.6666
		 0.00  240.00   0.00	2.0	1.0
		160.00 240.00 0.00		0.0	1.0

QUADTEX	154.50 240.00 62.51		0.0	0.3333
-3.038 240.00  34.73			2.0	0.3333
-0.76  240.00  17.43			2.0	0.6666
158.6  240.00 31.38				0.0	0.6666

QUADTEX	147.70 240.00 93.17		0.0	0.0
-6.815 240.00  51.76  			2.0	0.0
-3.038 240.00  34.73			2.0	0.3333
154.50 240.00 62.51				0.0	0.3333

CONNECTION -6.815 0.00  51.76  




OBJECT 2 right_curve_road

TEXTURE	tile
TYPE	right_pave

QUADTEX	160.00  0.00   0.00		0.0	0.0
		0.00  0.00   0.00		2.0	0.0
		1.37   0.00   31.38		2.0	0.3333
		160.8   0.00   17.43 	0.0	0.3333		


QUADTEX	160.8   0.00   17.43 	0.0	0.3333
		1.37   0.00	31.38		2.0	0.3333
		5.469  0.00	62.51		2.0	0.6666
		163.0   0.00   34.73 	0.0	0.6666	 

QUADTEX	163.0   0.00   34.73 	0.0	0.6666
		5.469  0.00	62.51		2.0	0.6666
		12.27	0.00	93.17	2.0	1.0
		166.8   0.00   51.76  	0.0	1.0		 

TEXTURE	floor01
TYPE	left_curb

QUADTEX	0.00  240.00   0.00		0.0 0.0		
 	1.37  240.00   31.38		0.3333	0.0
	1.37  0.00   31.38			0.3333	2.0
	0.00  0.00   0.00			0.0	2.0	


QUADTEX	5.469  0.00   62.51		0.6666	2.0
1.37  0.00   31.38				0.3333	2.0		
1.37  240.00   31.38			0.3333 0.0
	5.469  240.00   62.51		0.6666	0.0
	

QUADTEX	12.27  240.00   93.17	1.0	0.0
12.27  0.00   93.17			1.0	2.0
5.469  0.00   62.51				0.6666	2.0
	5.469  240.00   62.51		0.6666 0.0	
	
	

TYPE	right_curb


QUADTEX	160.8   0.00   17.43	0.6666 2.0
	160.8   240.00   17.43		0.6666  0.0
	160.00  240.00   0.00		1.0	0.0
	160.00  0.00   0.00			1.0	2.0


QUADTEX	163.0   0.00   34.73		0.3333 2.0
	163.0   240.00   34.73		0.3333	0.0
	160.8   240.00   17.43		0.6666	0.0
	160.8   0.00   17.43		0.6666	2.0




QUADTEX	166.8   0.00   51.76	0.0	2.0
	166.8   240.00   51.76		0.0 0.0
	163.0   240.00   34.73 		0.3333	0.0
	163.0   0.00   34.73			0.3333	2.0


TEXTURE	floord
TYPE	ceiling

QUADTEX	160.8   240.00   17.43 	0.0	0.3333		
1.37   240.00   31.38			2.0	0.3333
0.00  240.00   0.00				2.0	0.0
160.00  240.00   0.00			0.0	0.0


QUADTEX	163.0   240.00   34.73 	0.0	0.6666		 
5.469  240.00	62.51			2.0	0.6666
1.37   240.00	31.38			2.0	0.3333
160.8   240.00   17.43 			0.0	0.3333

QUADTEX	166.8   240.00   51.76 	0.0	1.0		 
12.27	240.00	93.17			2.0	1.0
5.469  240.00	62.51			2.0	0.6666
163.0   240.00   34.73 			0.0	0.6666


CONNECTION	12.27 0.00 93.17


OBJECT 3 t_junction


TEXTURE	floor01
TYPE	left_curb


QUADTEX 0.00  0.00   0.00 	0.0	2.0
 0.00  240.00   0.00	0.0	0.0
 0.00  240.00  40.00	1.0	0.0
 0.00  0.00  40.00	1.0	2.0


QUADTEX  0.00  0.00  40.00 	0.0	2.0
  0.00  240.00  40.00	0.0	0.0
 -40.00  240.00  40.00	1.0	0.0
 -40.00  0.00  40.00	1.0	2.0


QUADTEX 80.00  240.00 200.00 	1.0	0.0
 80.00  0.00 200.00				1.0	2.0
 20.00  0.00 200.00				0.0	2.0
 20.00  240.00 200.00			0.0	0.0

QUADTEX 20.00  240.00  200.00 1.0	0.0
 20.00  0.00  200.00		1.0	2.0	
 -40.00  0.00  200.00		0.0	2.0
 -40.00  240.00  200.00		0.0	0.0


TYPE	right_curb

QUADTEX 160.00 240.00   0.00 	1.0	0.0
 160.00 0.00   0.00				1.0	2.0
 160.00 0.00  40.00				0.0	2.0
 160.00 240.00  40.00			0.0	0.0


QUADTEX  200.00  0.00  40.00 	0.0	2.0
 200.00  240.00  40.00	0.0	0.0
 160.00  240.00  40.00	1.0	0.0
160.00  0.00  40.00	1.0	2.0


QUADTEX 80.00  0.00  200.00 	0.0	2.0
 80.00  240.00  200.00	0.0	0.0
 140.00  240.00  200.00	1.0	0.0
 140.00  0.00  200.00	1.0	2.0

QUADTEX 140.00  0.00  200.00 		0.0	2.0
 140.00  240.00  200.00				0.0	0.0
 200.00  240.00  200.00				1.0	0.0
 200.00  0.00  200.00				1.0	2.0



TEXTURE	tile
TYPE	road_surface



QUADTEX 0.00  0.00   0.00 	2.0	0.0
    0.00  0.00   40.00		2.0	0.5
    160.00  0.00  40.00		0.0	0.5
     160.00  0.00  0.00		0.0	0.0

QUADTEX  80.00  0.00  40.00	2.0	0.0
      20.00  0.00  40.00	2.0	1.0
      20.00  0.00  200.00	0.0	1.0
      80.00  0.00  200.00	0.0	0.0

QUADTEX  20.00  0.00  40.00	2.0	0.0
     -40.00  0.00  40.00	2.0	1.0
     -40.00  0.00  200.00	0.0	1.0
      20.00  0.00  200.00	0.0	0.0

QUADTEX 140.00  0.00  40.00	2.0	0.0
      80.00  0.00  40.00	2.0	1.0
      80.00  0.00  200.00	0.0	1.0
     140.00  0.00  200.00	0.0	0.0

QUADTEX 200.00  0.00  40.00	2.0	0.0
     140.00  0.00  40.00	2.0	1.0	
     140.00  0.00  200.00	0.0	1.0
     200.00  0.00  200.00	0.0	0.0

TEXTURE	floord
TYPE	road_ceiling

QUADTEX      20.00  240.00  200.00 	0.0	0.0
     -40.00  240.00  200.00		0.0	1.0
     -40.00  240.00  40.00		2.0	1.0
  20.00  240.00  40.00		2.0	0.0

QUADTEX      80.00  240.00  200.00 	0.0	0.0
      20.00  240.00  200.00		0.0	1.0
      20.00  240.00  40.00		2.0	1.0
80.00  240.00  40.00		2.0	0.0

QUADTEX      140.00  240.00  200.00 	0.0	0.0
      80.00  240.00  200.00		0.0	1.0
      80.00  240.00  40.00		2.0	1.0
140.00  240.00  40.00		2.0	0.0

QUADTEX      200.00  240.00  200.00 	0.0	0.0
     140.00  240.00  200.00		0.0	1.0
     140.00  240.00  40.00		2.0	1.0
 200.00  240.00  40.00		2.0	0.0


QUADTEX      160.00  240.00  40.00 	0.0	0.0
      0.00  240.00  40.00		0.0	2.0
      0.00  240.00  0.00		1.0	2.0
160.00  240.00  0.00		1.0	0.0

CONNECTION  200.00  0.00  200.00	
CONNECTION -40.00  0.00  40.00	





OBJECT 4 crossroads

TEXTURE	pave1
TYPE	left_pave

QUAD 20.00  0.00   0.00
  0.00  0.00   0.00
  0.00  0.00  20.00
 20.00  0.00  20.00

QUAD 20.00  0.00  20.00
  0.00  0.00  20.00
  0.00  0.00  40.00
 20.00  0.00  40.00  

QUAD 20.00  0.00  40.00
  0.00  0.00  40.00
  0.00  0.00  60.00
 20.00  0.00  60.00


QUAD   0.00  0.00  60.00
   0.00  0.00  40.00
 -20.00  0.00  40.00
 -20.00  0.00  60.00

QUAD -20.00  0.00  60.00
 -20.00  0.00  40.00
 -40.00  0.00  40.00
 -40.00  0.00  60.00


QUAD   0.00  0.00   200.00
   0.00  0.00   180.00
 -20.00  0.00   180.00
 -20.00  0.00   200.00

QUAD -20.00  0.00  200.00
 -20.00  0.00  180.00
 -40.00  0.00  180.00
 -40.00  0.00  200.00


QUAD 20.00  0.00  180.00
  0.00  0.00  180.00
  0.00  0.00  200.00
 20.00  0.00  200.00

QUAD 20.00  0.00  200.00
  0.00  0.00  200.00
  0.00  0.00  220.00
 20.00  0.00  220.00  

QUAD 20.00  0.00  220.00
  0.00  0.00  220.00
  0.00  0.00  240.00
 20.00  0.00  240.00


TYPE	right_pave

QUAD 160.00 0.00   0.00
 140.00 0.00   0.00
 140.00 0.00  20.00
 160.00 0.00  20.00

QUAD 160.00 0.00  20.00
 140.00 0.00  20.00
 140.00 0.00  40.00
 160.00 0.00  40.00

QUAD 160.00 0.00  40.00
 140.00 0.00  40.00
 140.00 0.00  60.00
 160.00 0.00  60.00


QUAD 160.00 0.00  40.00
 160.00 0.00  60.00
 180.00 0.00  60.00
 180.00 0.00  40.00

QUAD 180.00 0.00  40.00
 180.00 0.00  60.00
 200.00 0.00  60.00
 200.00 0.00  40.00


QUAD 160.00 0.00  180.00
 160.00 0.00  200.00
 180.00 0.00  200.00
 180.00 0.00  180.00

QUAD 180.00 0.00  180.00
 180.00 0.00  200.00
 200.00 0.00  200.00
 200.00 0.00  180.00


QUAD 160.00 0.00  180.00
 140.00 0.00  180.00
 140.00 0.00  200.00
 160.00 0.00  200.00

QUAD 160.00 0.00  200.00
 140.00 0.00  200.00
 140.00 0.00  220.00
 160.00 0.00  220.00

QUAD 160.00 0.00  220.00
 140.00 0.00  220.00
 140.00 0.00  240.00
 160.00 0.00  240.00

TEXTURE	curb
TYPE	left_curb

QUADTEX 0.00  0.00   0.00	0.0	0.0
 0.00  240.00   0.00	2.0	0.0
 0.00  240.00  40.00	2.0	1.0
 0.00  0.00  40.00	0.0	1.0


QUADTEX  0.00  0.00  40.00	0.0	0.0
  0.00  240.00  40.00	2.0	0.0
 -40.00  240.00  40.00	2.0	1.0
 -40.00  0.00  40.00	0.0	1.0


QUADTEX 0.00  240.00  200.00	0.0	0.0
 0.00  0.00  200.00	2.0	0.0
 -40.00  0.00  200.00	2.0	1.0
 -40.00  240.00  200.00	0.0	1.0

QUADTEX 0.00  0.00  200.00	0.0	0.0
 0.00  240.00  200.00	2.0	0.0
 0.00  240.00  240.00	2.0	1.0
 0.00  0.00  240.00	0.0	1.0


TYPE	right_curb


QUADTEX 	 160.00 240.00   0.00	0.0	0.0
	 160.00 0.00   0.00	2.0	0.0
	 160.00 0.00  40.00	2.0	1.0
	160.00 240.00  40.00	0.0	1.0


QUADTEX  200.00  0.00  40.00	0.0	0.0
 200.00  240.00  40.00	2.0	0.0
 160.00  240.00  40.00	2.0	1.0
160.00  0.00  40.00	0.0	1.0





QUADTEX 160.00  0.00  200.00	0.0	0.0
 160.00  240.00  200.00	2.0	0.0
 200.00  240.00  200.00	2.0	1.0
 200.00  0.00  200.00	0.0	1.0

QUADTEX 160.00 240.00  200.00	0.0	0.0
 160.00 0.00  200.00	2.0	0.0
 160.00 0.00  240.00	2.0	1.0
 160.00 240.00  240.00	0.0	1.0





TEXTURE	tile
TYPE	road_surface

QUAD  20.00  0.00   0.00
	  20.00  0.00  60.00
     140.00  0.00  60.00
     140.00  0.00   0.00

QUAD  20.00  0.00  180.00
      20.00  0.00  240.00
     140.00  0.00  240.00
     140.00  0.00  180.00


QUAD  80.00  0.00  60.00
      20.00  0.00  60.00
      20.00  0.00  180.00
      80.00  0.00  180.00

QUAD  20.00  0.00  60.00
      -40.00  0.00  60.00
     -40.00  0.00  180.00
     20.00  0.00  180.00

QUAD  140.00  0.00  60.00
      80.00  0.00  60.00
     80.00  0.00  180.00
     140.00  0.00  180.00

QUAD 200.00  0.00  60.00
     140.00  0.00  60.00
     140.00  0.00  180.00
     200.00  0.00  180.00


TEXTURE	tile
TYPE	road_ceiling

QUAD 160.00  240.00   0.00
     160.00  240.00  40.00
       0.00  240.00  40.00
	 0.00  240.00   0.00


     

QUAD     160.00  240.00  200.00
     160.00  240.00  240.00
      0.00  240.00  240.00
  0.00  240.00  200.00





QUAD     200.00  240.00   40.00
     200.00  240.00  200.00
	  -40.00  240.00  200.00
  -40.00  240.00   40.00








CONNECTION   0.00  0.00  240.00	
CONNECTION 200.00  0.00  200.00
CONNECTION -40.00  0.00  40.00

OBJECT 5 object5

TEXTURE	flrtile1
TYPE	wall


QUAD	80.00    0.00   0.00
		 0.00    0.00   0.00
		 0.00    0.00  80.00
		80.00    0.00  80.00





OBJECT 6 lamp_post

TEXTURE	tile
TYPE	road_object


TEXTURE	tile
QUAD		-1.00  0.00   -1.00
		-1.00  0.00   1.00
		1.00  0.00  1.00
		1.00  0.00 -1.00

OBJECT 7 object7

TEXTURE	flrtile1
TYPE	wall


QUAD	80.00    0.00   0.00
		 0.00    0.00   0.00
		 0.00    0.00  80.00
		80.00    0.00  80.00






OBJECT 8 house_semileft
TEXTURE	flrtile1
TYPE	wall


QUAD	80.00    0.00   0.00
		 0.00    0.00   0.00
		 0.00    0.00  80.00
		80.00    0.00  80.00


OBJECT 9 object9

TEXTURE	flrtile1
TYPE	wall


QUAD	80.00    0.00   0.00
		 0.00    0.00   0.00
		 0.00    0.00  80.00
		80.00    0.00  80.00




OBJECT 10 road_sign

TEXTURE mahog
TYPE	road_object



TYPE Box01
QUAD 	15.00  16.00  -15.00
	-15.00  16.00  -15.00
	-15.00  16.00  15.00
	15.00  16.00  15.00

QUAD 	15.00  14.00  -15.00
	-15.00  14.00  -15.00
	-15.00  14.00  15.00
	15.00  14.00  15.00


QUAD 	15.00  14.00  -15.00
	-15.00  14.00  -15.00
	-15.00  16.00  -15.00
 	15.00  16.00  -15.00

QUAD 	15.00  14.00  15.00
	-15.00  14.00  15.00
	-15.00  16.00  15.00
 	15.00  16.00  15.00



QUAD	-15.00  14.00  -15.00
	-15.00  14.00  15.00
	-15.00  16.00  15.00
	-15.00  16.00  -15.00


QUAD	15.00  14.00  -15.00
	15.00  14.00  15.00
	15.00  16.00  15.00
	15.00  16.00  -15.00

TYPE Box02
QUAD 	15.00  0.00  -15.00
	10.00  0.00  -15.00
	10.00  14.00  -15.00
	15.00  16.00  -15.00

QUAD 	15.00  0.00  -10.00
	10.00  0.00  -10.00
	10.00  14.00  -10.00
	15.00  14.00  -10.00

QUAD	10.00  0.00  -15.00
	10.00  0.00  -10.00
	10.00  14.00  -10.00
	10.00  14.00  -15.00

QUAD	15.00  0.00  -15.00
	15.00  0.00  -10.00
	15.00  14.00  -10.00
	15.00  14.00  -15.00



TYPE Box03
QUAD 	-15.00  0.00  -15.00
	-10.00  0.00  -15.00
	-10.00  14.00  -15.00
	-15.00  14.00  -15.00

QUAD 	-15.00  0.00  -10.00
	-10.00  0.00  -10.00
	-10.00  14.00  -10.00
	-15.00  14.00  -10.00

QUAD	-10.00  0.00  -15.00
	-10.00  0.00  -10.00
	-10.00  14.00  -10.00
	-10.00  14.00  -15.00

QUAD	-15.00  0.00  -15.00
	-15.00  0.00  -10.00
	-15.00  14.00  -10.00
	-15.00  14.00  -15.00


TYPE Box04
QUAD 	15.00  0.00  15.00
	10.00  0.00  15.00
	10.00  14.00  15.00
	15.00  16.00  15.00

QUAD 	15.00  0.00  10.00
	10.00  0.00  10.00
	10.00  14.00  10.00
	15.00  14.00  10.00

QUAD	10.00  0.00  15.00
	10.00  0.00  10.00
	10.00  14.00  10.00
	10.00  14.00  15.00

QUAD	15.00  0.00  15.00
	15.00  0.00  10.00
	15.00  14.00  10.00
	15.00  14.00  15.00



TYPE Box05
QUAD 	-15.00  0.00  15.00
	-10.00  0.00  15.00
	-10.00  14.00  15.00
	-15.00  14.00  15.00

QUAD 	-15.00  0.00  10.00
	-10.00  0.00  10.00
	-10.00  14.00  10.00
	-15.00  14.00  10.00

QUAD	-10.00  0.00  15.00
	-10.00  0.00  10.00
	-10.00  14.00  10.00
	-10.00  14.00  15.00

QUAD	-15.00  0.00  15.00
	-15.00  0.00  10.00
	-15.00  14.00  10.00
	-15.00  14.00  15.00




OBJECT 11 small_straight_road


TEXTURE	floor01
TYPE	left_curb

QUADTEX	0.00  0.00   0.00		1.0	0.0
		0.00  240.00   0.00	1.0	2.0
		0.00  240.00  20.00	0.0	2.0
		0.00  0.00  20.00	0.0	0.0

TYPE	right_curb

QUADTEX	160.00 240.00   0.00		1.0	0.0
		160.00 0.00   0.00	1.0	2.0
		160.00 0.00  20.00	0.0	2.0
		160.00 240.00  20.00	0.0	0.0

TEXTURE	tile
TYPE	road_surface

QUADTEX	0.00  0.00   0.00		0.0	0.0
		0.00  0.00   20.00		0.0	1.0
		160.00  0.00  20.00		2.0	1.0
		160.00  0.00  0.00		2.0	0.0


TYPE	floord

QUADTEX			160.00  240.00  0.00		2.0	0.0
160.00  240.00  20.00		2.0	1.0
0.00  240.00   20.00		0.0	1.0
0.00  240.00   0.00		0.0	0.0



CONNECTION 0.00  0.00 20.00





OBJECT 12 left_corner



TEXTURE	floor01
TYPE	left_curb

QUADTEX 0.00  0.00   0.00	0.0	2.0
	 0.00  240.00   0.00	0.0	0.0
	 0.00  240.00  40.00	1.0	0.0
	 0.00  0.00  40.00	1.0	2.0


QUADTEX  0.00  0.00  40.00	0.0	2.0
	  0.00  240.00  40.00	0.0	0.0
	 -40.00  240.00  40.00	1.0	0.0
	 -40.00  0.00  40.00	1.0	2.0


QUADTEX 110.00  240.00 200.00	1.0	0.0 
	 110.00  0.00 200.00	1.0	2.0 
	 30.00  0.00 200.00	0.0	2.0
	 30.00  240.00 200.00	0.0	0.0

QUADTEX 160.00  240.00 200.00	1.0	0.0
	 160.00  0.00 200.00	1.0	2.0
	 110.00  0.00 200.00	0.0	2.0
	 110.00  240.00 200.00	0.0	0.0



QUADTEX 30.00  240.00  200.00	1.0	0.0
 30.00  0.00  200.00	1.0	2.0
 -40.00  0.00  200.00	0.0	2.0
 -40.00  240.00  200.00	0.0	0.0




TEXTURE	floor01
TYPE	right_curb

QUADTEX	160.00 240.00   0.00	1.0	0.0
		160.00 0.00   0.00	1.0	2.0
		160.00 0.00  60.00	0.0	2.0
		160.00 240.00  60.00	0.0	0.0

QUADTEX	160.00 240.00   60.00	1.0	0.0
		160.00 0.00   60.00	1.0	2.0
		160.00 0.00  200.00	0.0	2.0
		160.00 240.00  200.00	0.0	0.0



TEXTURE	tile
TYPE	road_surface

QUADTEX 0.00  0.00   0.00	0.0	0.0
	 0.00  0.00  40.00	0.0	0.5
    160.00  0.00  40.00	2.0	0.5
    160.00  0.00   0.00	2.0	0.0

QUADTEX  0.00  0.00  40.00	0.0	0.0
     -40.00  0.00  40.00	0.0	0.5
     -40.00  0.00  200.00	2.0	0.5
      0.00  0.00  200.00	2.0	0.0

QUADTEX  160.00  0.00  40.00	0.0	0.0
     0.00  0.00  40.00		2.0	0.0
     0.00  0.00  200.00		2.0	2.0
      160.00  0.00  200.00	0.0	2.0





TEXTURE	tile
TYPE	road_ceiling


QUAD   160.00  240.00  200.00
     -40.00  240.00  200.00
     -40.00  240.00  0.00
	160.00  240.00  0.00


CONNECTION -40.00  0.00  40.00	







OBJECT 13 right_corner

TEXTURE	pave1
TYPE	left_pave

QUAD	20.00  0.00   0.00
		0.00  0.00   0.00
		0.00  0.00  20.00
		20.00  0.00  20.00

QUAD	20.00  0.00  20.00
		0.00  0.00  20.00
		0.00  0.00  40.00
		20.00  0.00  40.00  

QUAD	20.00  0.00  40.00
		0.00  0.00  40.00
		0.00  0.00  60.00
		20.00  0.00  60.00


QUAD	20.00 0.00  60.00
		0.00 0.00  60.00
		0.00 0.00  80.00
		20.00 0.00  80.00

QUAD	20.00 0.00  80.00
		0.00 0.00  80.00
		0.00 0.00  100.00
		20.00 0.00  100.00

QUAD	20.00 0.00  100.00
		0.00 0.00  100.00
		0.00 0.00  120.00
		20.00 0.00  120.00


QUAD	20.00 0.00  120.00
		0.00 0.00  120.00
		0.00 0.00  140.00
		20.00 0.00  140.00

QUAD	20.00 0.00  140.00
		0.00 0.00  140.00
		0.00 0.00  160.00
		20.00 0.00  160.00

QUAD	20.00 0.00  160.00
		0.00 0.00  160.00
		0.00 0.00  180.00
		20.00 0.00  180.00



QUAD	80.00  0.00  200.00
		80.00  0.00  180.00
		60.00  0.00  180.00
		60.00  0.00  200.00

QUAD	60.00  0.00  200.00
		60.00  0.00  180.00
		40.00  0.00  180.00
		40.00  0.00  200.00

QUAD	40.00  0.00  200.00
		40.00  0.00  180.00
		20.00  0.00  180.00
		20.00  0.00  200.00

QUAD	20.00  0.00  200.00
		20.00  0.00  180.00
		0.00  0.00   180.00
		0.00  0.00   200.00


TYPE	right_pave

QUAD	160.00 0.00   0.00
		140.00 0.00   0.00
		140.00 0.00  20.00
		160.00 0.00  20.00

QUAD	160.00 0.00  20.00
		140.00 0.00  20.00
		140.00 0.00  40.00
		160.00 0.00  40.00

QUAD	160.00 0.00  40.00
		140.00 0.00  40.00
		140.00 0.00  60.00
		160.00 0.00  60.00



QUAD 160.00 0.00  40.00
 160.00 0.00  60.00
 180.00 0.00  60.00
 180.00 0.00  40.00

QUAD 180.00 0.00  40.00
 180.00 0.00  60.00
 200.00 0.00  60.00
 200.00 0.00  40.00


QUAD  80.00 0.00  180.00
  80.00 0.00  200.00
 100.00 0.00  200.00
 100.00 0.00  180.00

QUAD 100.00 0.00  180.00
 100.00 0.00  200.00
 120.00 0.00  200.00
 120.00 0.00  180.00

QUAD 120.00 0.00  180.00
 120.00 0.00  200.00
 140.00 0.00  200.00
 140.00 0.00  180.00

QUAD 140.00 0.00  180.00
 140.00 0.00  200.00
 160.00 0.00  200.00
 160.00 0.00  180.00

QUAD 160.00 0.00  180.00
 160.00 0.00  200.00
 180.00 0.00  200.00
 180.00 0.00  180.00

QUAD 180.00 0.00  180.00
 180.00 0.00  200.00
 200.00 0.00  200.00
 200.00 0.00  180.00




TEXTURE	curb
TYPE	left_curb

QUADTEX	0.00  0.00   0.00	0.0	0.0
		0.00  240.00   0.00	2.0	0.0
		0.00  240.00  60.00	2.0	1.0
		0.00  0.00  60.00	0.0	1.0

QUADTEX	0.00  0.00  60.00	0.0	0.0
		0.00  240.00  60.00	2.0	0.0
		0.00  240.00  140.00	2.0	1.0
		0.00  0.00  140.00	0.0	1.0

QUADTEX	0.00  0.00  140.00	0.0	0.0
		0.00  240.00  140.00	2.0	0.0
		0.00  240.00  200.00	2.0	1.0
		0.00  0.00  200.00	0.0	1.0



TYPE	right_curb

QUADTEX 160.00 240.00   0.00	0.0	0.0
 160.00 0.00   0.00	2.0	0.0
 160.00 0.00  40.00	2.0	1.0
 160.00 240.00  40.00	0.0	1.0


QUADTEX  200.00  0.00  40.00	0.0	0.0
 200.00  240.00  40.00	2.0	0.0
 160.00  240.00  40.00	2.0	1.0
160.00  0.00  40.00	0.0	1.0



QUADTEX 0.00  0.00  200.00	0.0	0.0
 0.00  240.00  200.00	2.0	0.0
 80.00  240.00  200.00	2.0	1.0
 80.00  0.00  200.00	0.0	1.0


QUADTEX 80.00  0.00  200.00	0.0	0.0
 80.00  240.00  200.00	2.0	0.0
 140.00  240.00  200.00	2.0	1.0
 140.00  0.00  200.00	0.0	1.0

QUADTEX 140.00  0.00  200.00	0.0	0.0
 140.00  240.00  200.00	2.0	0.0
 200.00  240.00  200.00	2.0	1.0
 200.00  0.00  200.00	0.0	1.0


TEXTURE	tile
TYPE	road_surface

QUAD 20.00  0.00   0.00
     20.00  0.00  60.00
    140.00  0.00  60.00
    140.00  0.00   0.00
 
QUAD  140.00  0.00  180.00
200.00  0.00  180.00
200.00  0.00  60.00
140.00  0.00  60.00

QUAD  140.00  0.00  60.00
20.00  0.00  60.00
20.00  0.00  180.00
140.00  0.00 180.00


 
 
TEXTURE	tile
TYPE	road_ceiling

QUAD    140.00  240.00   0.00
    140.00  240.00  60.00
     0.00  240.00  60.00
	0.00  240.00   0.00

QUAD 140.00  240.00  0.00
200.00  240.00  0.00
200.00  240.00  200.00
140.00  240.00  200.00


TRI 0.00  240.00  60.00
	140.00  240.00  60.00
	 0.00  240.00  200.00

TRI 	  0.00  240.00  200.00
	 140.00  240.00  60.00
 140.00  240.00  200.00



CONNECTION  200.00  0.00  200.00	




OBJECT 14 left_t_junction


TEXTURE	pave1
TYPE	left_pave

QUAD	20.00  0.00   0.00
		0.00  0.00   0.00
		0.00  0.00  20.00
		20.00  0.00  20.00

QUAD	20.00  0.00  20.00
		0.00  0.00  20.00
		0.00  0.00  40.00
		20.00  0.00  40.00  

QUAD	20.00  0.00  40.00
		0.00  0.00  40.00
